PCA_Component_1,PCA_Component_2,PCA_Component_3,PCA_Component_4,PCA_Component_5,quality
0.11213248637070959,0.42946650399699354,0.3137373549493792,0.146147035387813,0.25162898003820083,5
0.10835958001663576,0.4956405792642282,0.2515510385946042,0.11518825465709415,0.31713435637961235,5
0.038359943028392185,0.4697456053769562,0.2965263208516905,0.1617179663536188,0.33207832703802104,6
0.272315794134523,0.3841929761198002,0.22083246510036655,0.26527046327251125,0.33951621276005917,5
0.12138843730588841,0.6078119237616613,0.24546438323489075,0.2701947254753852,0.37316434044499,6
0.3773637968012178,0.25090869005666283,0.35643392058487033,0.2819590953324432,0.2874551217282196,5
0.29351713430733095,0.7212825236860513,0.29657107573629315,0.1438661201368983,0.8458387366642511,6
0.15922320751987445,0.43162566136196623,0.08994387402875104,0.09270626936439944,0.31077216089077814,5
0.0429330549953775,0.4186370375123918,0.2928987938700507,0.14550195762054138,0.6563982957479483,6
0.031041621553569432,0.3992386076618576,0.2803283210560495,0.30770403883281583,0.37232222381122626,6
0.09036378868550266,0.4971279858181793,0.3369438820064117,0.16339677500040867,0.32317022964652986,7
0.047950977462134725,0.44572588984405836,0.11327718989557592,0.14614087689553895,0.28841516549505813,4
0.28563724962421744,0.2933991630777125,0.2628169039838273,0.3464745160353364,0.6131060972809563,5
0.28563724962421744,0.2933991630777125,0.2628169039838273,0.3464745160353364,0.6131060972809563,5
0.1484737814381397,0.5028580706799145,0.4083419717012837,0.12978183418972164,0.39626883319623285,4
0.031473429740973696,0.4766419988622736,0.26957382673089103,0.2550909980422085,0.39676863769794934,6
0.06318959601081614,0.4612860389781331,0.32367395083656325,0.243013917134665,0.3376038029717455,5
0.018876840379253967,0.44223098804951033,0.2053262344068178,0.10897169478430302,0.3272107614071126,5
0.20688131533494697,0.30884475461088423,0.0,0.6528064251021934,0.30349734870637396,4
0.386229897538003,0.35132569657377144,0.325594218093855,0.1853649890607548,0.2895791913691543,5
0.1136580752893771,0.4587847849461694,0.38835032318834534,0.15248010151187535,0.24067084620042722,5
0.022331208366161648,0.4389736864442702,0.1750726879712087,0.0662874335235265,0.29879682628637466,5
0.31665083178850584,0.26381350325527075,0.12237963783570538,0.1573112655451973,0.20749184226692854,5
0.05934091662231661,0.38672707415523033,0.3796665723932503,0.1040568634858002,0.2785359724473249,5
0.034955849454898644,0.47341858513743823,0.1965617509072045,0.09498407321459457,0.378048018046986,6
0.02997342027178808,0.4471215196561748,0.19210548816001213,0.09662888261104721,0.3662998515668946,6
0.4095751728532029,0.45291488475597697,0.4201205673443451,0.2172968802452518,0.3526894949997431,5
0.2536844746505551,0.6507374401050602,0.33511228166205576,0.2523787507159693,0.3654811522077616,6
0.15122660752818767,0.6251212279979745,0.32915120091514155,0.13347580011937102,0.5009638603179658,5
0.014593489213564126,0.42949025556916126,0.5013678912656739,0.16009815315793785,0.4629286880608191,5
0.3940768456942011,0.7794294254272598,0.36957494959800746,0.16531167051213758,0.5396973704829865,5
0.1759931987948851,0.4768075757975353,0.31628364638895634,0.22641318794573934,0.3349388528007939,5
0.14233134675387282,0.3849579235861517,0.2605055585544907,0.14218369778188758,0.3695227468694753,6
0.17065364216774112,0.5125243933227246,0.41290678872591546,0.12134804001799127,0.31864683302763647,5
0.37780527277715514,0.3283702696846623,0.3209884742824308,0.19963261312906316,0.23181660191731032,5
0.1068058396942657,0.4658885651800577,0.2825084717361238,0.13700069778637258,0.30751788652399903,7
0.1729286163709656,0.4178171644641169,0.23898108878205676,0.1958195235436419,0.312353950414379,5
0.018069449535290633,0.4275869371053148,0.23106417257214543,0.31087204302651034,0.5942820339146306,5
0.018069449535290633,0.4275869371053148,0.23106417257214543,0.31087204302651034,0.5942820339146306,5
0.11978846869905324,0.4378123388081094,0.27869182409172455,0.1564662044000326,0.24292964420469754,5
0.03338267134772904,0.4440819649643651,0.18339385700578345,0.2760394033137647,0.27727448982107855,5
0.22149187756818453,0.5879400021764072,0.4662963048581052,0.3381142545816472,0.24508709863909,5
0.04865783751762667,0.4598552289080435,0.3099536929006065,0.2642994624409177,0.3012060050666834,6
0.08160144800095413,0.5368257002577779,0.3060522643586017,0.12300125416005342,0.31080162663531785,6
0.3204576132003082,0.33716761329520173,0.311058273477929,0.21024714542802245,0.287398218943362,5
0.31435008104400985,0.35862170875054084,0.31310239408145446,0.2056464573837288,0.2607996704671231,5
0.13353890351417969,0.4241297402775638,0.35163178252890087,0.11531421140682016,0.32647399164594976,4
0.2841878967480971,0.5425547616112891,0.5096344917817331,0.21254776531877786,0.3065866077614467,5
0.12851675620022135,0.3979365163978296,0.3837544097103816,0.3046421984455133,0.31331778999681276,5
0.12851675620022135,0.3979365163978296,0.3837544097103816,0.3046421984455133,0.31331778999681276,5
0.09114125688345204,0.5126540856273498,0.21799678781780568,0.2860286899324428,0.3727906414961658,6
0.26157916014989313,0.31678707859175476,0.20946086107808803,0.2698550382418013,0.29336617448492375,5
0.40727148889815157,0.40852784810704007,0.3875564835643702,0.17417303846985355,0.16808894355078446,4
0.031110498141871196,0.3994631186779409,0.15282323278863846,0.07122275208014381,0.301836732921681,5
0.22457499539709047,0.5074907113294165,0.33622130766785774,0.15508863737963222,0.2683730165344569,5
0.24445451350752545,0.4728435716311655,0.29836458033741825,0.11811045262214903,0.29478743737341473,5
0.16492759971945012,0.47199709539219753,0.2766832212516783,0.13570266199384323,0.2803573575991913,5
0.2008646557916193,0.46895970649144686,0.18990771700691528,0.2630450350194361,0.2685474224601972,6
0.12940273912927125,0.5532957028334112,0.2429514747995084,0.21031792118865192,0.33995506469540826,5
0.4603163002362506,0.24843170519537902,0.39520801012262546,0.3217364552369006,0.19776297733943632,6
0.09072764668914075,0.4346964182477389,0.29301539841082347,0.1527991869386004,0.3075546884320825,5
0.4332783076990502,0.49197682897287187,0.4889098966651707,0.23879584852660363,0.22611407986084714,5
0.06590923156193917,0.443278600800447,0.23257193220400718,0.05451422948902587,0.3201034064925051,5
0.4910694351379622,0.5611296800193267,0.38430845771083133,0.23067973235358336,0.20684050716054816,5
0.4603163002362506,0.24843170519537902,0.39520801012262546,0.3217364552369006,0.19776297733943632,6
0.44922933364265694,0.24356829123358834,0.39377412429576464,0.3058550403565376,0.2159563163450332,5
0.09072764668914075,0.4346964182477389,0.29301539841082347,0.1527991869386004,0.3075546884320825,5
0.30117447977026757,0.7303762530210133,0.12260567012734525,0.26966312763963507,0.2026818489623759,4
0.35483922219863284,0.30581422706716793,0.03006117232463318,0.6655853368661642,0.2961924079328877,6
0.062438249088938386,0.447054239830294,0.20547077223138138,0.28695419561355184,0.4478209892558904,5
0.055169448263096235,0.3759036724640751,0.22288888744245186,0.08843850983056828,0.3448000000691501,5
0.015415019835742144,0.44532265261804427,0.27323219863190434,0.1573438174805874,0.40805571934694906,5
0.10757563489303792,0.48036402633199327,0.33975041301044917,0.07195996485049971,0.30668171779186554,6
0.15759160898845356,0.401095018585123,0.3453470468815529,0.26296325970391565,0.30604784221346437,6
0.058982341956576395,0.44992548315528413,0.29516168192197434,0.2539066511510776,0.3014437628229618,6
0.10757563489303792,0.48036402633199327,0.33975041301044917,0.07195996485049971,0.30668171779186554,6
0.2099795596905489,0.36591346352888277,0.33647159057101367,0.1403087286537091,0.3107317206609665,5
0.10485423634896089,0.358980271089538,0.24275910756714086,0.13324762080155078,0.35649806800606976,5
0.2099795596905489,0.36591346352888277,0.33647159057101367,0.1403087286537091,0.3107317206609665,5
0.22836962318657505,0.44158254846752415,0.3278822212571007,0.14949404623818033,0.24011547015046805,5
0.20889267648238474,0.41438206938508154,0.17910588767531438,0.13073417783646182,0.2747636522472602,5
0.26619197328008903,0.4050503027966036,0.3410418081128274,0.20822361448219073,0.33649650696195205,6
0.5319239207467085,0.4437534820432944,0.39316564861243586,0.2306288526624109,0.2169540740303275,5
0.14807121025494166,0.4258957384683277,0.3093812977438457,0.15512236498294593,0.2772161493412324,5
0.3570790011297581,0.20824800810124589,0.35598809777532353,0.2822661068558962,0.2788281932225478,5
0.36971133743467205,0.24270840123180112,0.3627404073062727,0.2816387107964522,0.2745799522988039,5
0.1522930803517252,0.5765209985966792,0.5291300095226456,0.19050783428405843,0.3078005077319862,6
0.14807121025494166,0.4258957384683277,0.3093812977438457,0.15512236498294593,0.2772161493412324,5
0.20037617918035042,0.3904933163239385,0.4443082075653667,0.3271302296599074,0.2844771118256271,6
0.12320251288936547,0.43427898469404413,0.3464650005846415,0.22210512253165907,0.2875701154884637,6
0.07886924099243663,0.4149691113947864,0.297509273432016,0.1243411497134641,0.3288093435276091,6
0.18051556433158888,0.42556344208660196,0.390034421121785,0.365746730149606,0.29435390200818456,6
0.30026093087142647,0.43467041157130326,0.262767149044766,0.14424859794684727,0.2607394130457981,6
0.29100138997216396,0.25679450058981135,0.2628596391165761,0.13691308200365085,0.2562167197132378,5
0.18051556433158888,0.42556344208660196,0.390034421121785,0.365746730149606,0.29435390200818456,6
0.02420972498658326,0.405721664533869,0.24592498573195298,0.07896139638210234,0.41838343620863594,5
0.10258542399739587,0.45422988739869435,0.32211647379581904,0.1417947226207336,0.3966868114767136,5
0.34417599248918973,0.37643947540470596,0.32745367176637974,0.21204484438176147,0.20493787602986538,5
0.3075101814376322,0.504706657855692,0.44510642750925633,0.18401700702590906,0.24070518965513277,5
0.02071161465115917,0.4090845917357392,0.3113140845089914,0.31809276710901924,0.2834678405262049,5
0.020713973930474056,0.4091218716126015,0.3027749057842769,0.3173623598582608,0.29994184724552786,5
0.034482281957217045,0.39577512598382736,0.2991119312379472,0.2689257771458793,0.2909690886374096,7
0.047180173837451767,0.430686243115037,0.14957976399893907,0.0987678310940962,0.32515363819800985,5
0.4611765628447353,0.40327695035798394,0.36862945336685865,0.229996658198798,0.234603760693272,5
0.33074241250599357,0.32876219396330575,0.10742366396832462,0.6780939472284758,0.28495050317844645,5
0.33074241250599357,0.32876219396330575,0.10742366396832462,0.6780939472284758,0.28495050317844645,5
0.07972108629344386,0.5702417232501773,0.21326359459469832,0.14906228944331618,0.2565189733597706,6
0.08692471183512052,0.5005696065704056,0.31653489316316086,0.1850697583277596,0.3470400792062792,6
0.20617113777840446,0.43177526836432256,0.3683516014895477,0.18833234441513014,0.27224767285178286,5
0.16371404304107412,0.3794820226942259,0.3470485619890782,0.1687181565854688,0.2722002809246743,5
0.14198382437813323,0.44751122713055697,0.2617519990000833,0.10601856748964278,0.32066701380619383,5
0.3498662683685064,0.2776111293628939,0.3149265453100899,0.22601730567083275,0.2789418919875906,5
0.36172696687139005,0.29726122359611756,0.31933350413125705,0.22662818447693683,0.26187067980937284,5
0.20617113777840446,0.43177526836432256,0.3683516014895477,0.18833234441513014,0.27224767285178286,5
0.16371404304107412,0.3794820226942259,0.3470485619890782,0.1687181565854688,0.2722002809246743,5
0.21462683213934505,0.5968518659477792,0.08857729769568451,0.7496317102547747,0.224646897094056,6
0.04830060067522178,0.3828605325660118,0.15989781340408366,0.10577251126553569,0.30799169179330066,5
0.21462683213934505,0.5968518659477792,0.08857729769568451,0.7496317102547747,0.224646897094056,6
0.48679215410980614,0.4095973388364633,0.381782497856285,0.2364514561888812,0.19696720538693924,5
0.31669382272616586,0.4038732278695125,0.1512648512078088,0.25147961637066396,0.26267041336990216,5
0.287548663501617,0.26006391425751985,0.28940195411780745,0.18152430276854034,0.22199609628459774,5
0.08960718380634855,0.48288187903091623,0.2265563677691406,0.2219623220352847,0.3620037735989756,6
0.13351283303078298,0.4244621490321997,0.3359436792871548,0.2970088601981254,0.3903550671638836,6
0.018848877732668023,0.4422030415755484,0.24763258259578996,0.2275631755736455,0.343778396980366,6
0.23914109244281967,0.6484041125853273,0.48381873407404197,0.15871256528087346,0.410973817317433,4
0.3369373988153278,0.4458923092446162,0.30644340312280965,0.28133744256792304,0.2312428938355382,5
0.3369373988153278,0.4458923092446162,0.30644340312280965,0.28133744256792304,0.2312428938355382,5
0.443207303708785,0.4056806012088834,0.2829862669101614,0.37297912527292415,0.5512588483962277,5
0.43899652154717783,0.39419368349003525,0.2807581415803922,0.37320965588843225,0.552637682335429,5
0.443207303708785,0.4056806012088834,0.2829862669101614,0.37297912527292415,0.5512588483962277,5
0.43899652154717783,0.39419368349003525,0.2807581415803922,0.37320965588843225,0.552637682335429,5
0.062108318794646844,0.5091969050645145,0.24799538871885313,0.08820861386946408,0.3701456553578599,5
0.28685918182824777,0.3855045674213441,0.23561751769803504,0.15996392185815017,0.2818365018427696,6
0.051354893096343335,0.4416597128007228,0.27922294959014593,0.13811555281076093,0.33717478313760235,5
0.05290523247361442,0.47119162628535355,0.28603604314821407,0.07938356518177866,0.2249970309286125,4
0.09688776994700421,0.5532307637595686,0.31560629647579486,0.19466767510097616,0.2670738804817533,6
0.4211126250200088,0.535582515026519,0.3306623724455559,0.2025959523001409,0.6708479596301438,5
0.42034324690112623,0.5208092674312975,0.3198369170049278,0.20315387545586824,0.6674713056318182,5
0.31814054294554706,0.29268378095785763,0.315025336706362,0.21641846323971825,0.22727183129023923,5
0.338429318927964,0.3358532023696013,0.23090778700575293,0.3027515181349088,0.28347648309522405,5
0.1347532040952836,0.516642987587173,0.27833124276709514,0.06596931519464475,0.2654869813331959,4
0.1369834704931796,0.42163534369670524,0.21365035445735187,0.26749651686226505,0.3275744463102082,6
0.2054215582749667,0.41725771511529947,0.29175788896149113,0.1682902380249382,0.26490373467733824,5
0.007772805064125005,0.4368910274869314,0.3002691110866105,0.06085384243594533,0.3254130250693465,4
0.043704816629778015,0.4332662394802487,0.31468210260515767,0.087805052298534,0.33335358537682197,6
0.043704816629778015,0.4332662394802487,0.31468210260515767,0.087805052298534,0.33335358537682197,6
0.14009590447471218,0.620828438874961,0.28735097037267116,0.4017713879580166,0.26943629930427393,6
0.10295298748692652,0.39191002138370223,0.25493909307389573,0.14334116443895561,0.3250168091818859,5
0.16036860869433717,0.5232590192270676,0.24568257812995664,0.13742998968985895,0.23752804840518071,5
0.10295298748692652,0.39191002138370223,0.25493909307389573,0.14334116443895561,0.3250168091818859,5
0.11401621116101027,0.3969019854334813,0.26839635209848534,0.2875427774824768,0.3482306236444983,6
0.0513683897976743,0.4418968736332293,0.2266073858654896,0.13405732351008284,0.4096844673220005,5
0.12931112427861358,0.4125288947484481,0.39062608560022105,0.1614127996421718,0.35313514234422977,5
0.12931112427861358,0.4125288947484481,0.39062608560022105,0.1614127996421718,0.35313514234422977,5
0.37321559464091175,0.37900598575100786,0.4314897276947443,0.20417414284412327,0.24223435512540684,5
0.13397891650755653,0.5019414998189694,0.26587892459361523,0.1093084908450811,0.3891572075573982,5
0.20923317047969045,0.35161120408524504,0.22046707649364136,0.14335349328228908,0.28623953127782015,5
0.19660322289638424,0.3171858273281116,0.20547785918170108,0.14332555350157844,0.3058538439042797,6
0.28953775638465173,0.5065978626022971,0.4357166260117165,0.223506904219405,0.2519650634156062,5
0.2184160702949473,0.38913476141677344,0.2824576037146139,0.13515921470262734,0.2999116295122938,5
0.07353007344678562,0.45133880918686997,0.2916689813871949,0.1597152719401156,0.4038636540971055,5
0.480558068101855,0.1512973600392708,0.3247902839271856,0.27660818788229063,0.23359016111092248,5
0.48554010764337696,0.17759405748843737,0.32910120734880566,0.2746155752446399,0.2174952767311311,5
0.430155066526807,0.29319204900771895,0.365312144662581,0.2373823161224311,0.34827746341632154,5
0.16191627869571454,0.5531306569341222,0.2060625432885365,0.1736756930583589,0.3004168103583603,6
0.422887541593451,0.22301221129342147,0.23217670849299663,0.24407908604905562,0.45653974273678827,5
0.07886735050753028,0.41510069748339506,0.2797939126842668,0.16461533789351013,0.35185874765913916,5
0.07886735050753028,0.41510069748339506,0.2797939126842668,0.16461533789351013,0.35185874765913916,5
0.4084014163598403,0.36102313538681685,0.3367188012079679,0.21818916879137273,0.24983814776377014,5
0.17789612079603212,0.4440881642613267,0.2684308318612857,0.2546191664370435,0.3507960208130309,5
0.07919198179326199,0.491118264228088,0.6266240933334806,0.24983852896429865,0.26060133611148195,6
0.3070229458365605,0.2895226582516713,0.08043108680828498,0.6717491382168148,0.12865532752325903,7
0.09301942325100361,0.4798222524149597,0.21770127283577673,0.3870433182952071,0.3274487526377698,4
0.06659477760201037,0.4574014223455589,0.4537377175632493,0.2584931512285817,0.19468889394712283,7
0.5059373123252602,0.4997004671354694,0.4589932341725216,0.22464253362332823,0.21691344085958533,5
0.15805640742032648,0.4788638664460589,0.23082275758142703,0.14153990584290158,0.24037056553620773,5
0.12366595104527586,0.5119407583229891,0.2515976147752579,0.0905273008256014,0.2655555173683632,5
0.11524440449823407,0.48896646126532883,0.24721272214761864,0.09105413270673188,0.268265508486251,6
0.08027411037766997,0.4430472250673022,0.7278971783916551,0.36619527821449366,0.31304052783243597,7
0.08027411037766997,0.4430472250673022,0.7278971783916551,0.36619527821449366,0.31304052783243597,7
0.4099461298715209,0.39062262425306576,0.341283866365988,0.20095869455535773,0.22178896362417497,5
0.3177908744879071,0.3552401490163214,0.32413116809892834,0.19632160406145877,0.35535670801214825,5
0.047821949637799024,0.4439334722720829,0.5690629888003443,0.2980839317682814,0.28582072486318527,7
0.04626452342318853,0.41520189879175823,0.44136291069250433,0.5504255864162848,0.26470187785301125,6
0.1981041286523739,0.3464784366531887,0.3187936876990589,0.249990543973786,0.39030320078115033,6
0.03251570200468974,0.4273099152724857,0.6185652857458905,0.25974963160408626,0.2894430293753775,6
0.22230084297482006,0.6030285937762263,0.37546265586301236,0.2411593833068943,0.30053128002879514,5
0.12588672360279957,0.41628617671158413,0.30237179650747903,0.19176245818452942,0.36327023395646113,6
0.41338079728345867,0.3878625467654303,0.26866018282796944,0.3665167453380418,0.5660630021194265,5
0.15566861904899074,0.43406078931542347,0.3795661732948938,0.37107978401317543,0.2732557699866905,5
0.12666697985007297,0.43083025050616436,0.3346340485759668,0.09704578541400807,0.34614144292820964,5
0.13621223545480657,0.40640778147587625,0.27687619377612804,0.17948425481610047,0.29921119179019934,5
0.490943383370282,0.28130399952881746,0.336073182363038,0.2640215598458173,0.2819523210829346,5
0.19516366041013833,0.5670404453582298,0.3372646923030974,0.13903622127301188,0.2919981793308081,6
0.23715123949575934,0.4021832428764308,0.2851083885538812,0.16416880623328292,0.2925697535244336,5
0.015436927323055294,0.44554957795876643,0.20559668368865786,0.10726744508635386,0.2789021833381073,5
0.07961018809987688,0.4296089468845872,0.36595848710718704,0.21352231444208997,0.3089741029933704,6
0.17786734269540674,0.443719350419058,0.3623181679070814,0.2916767675552477,0.2818009824775869,4
0.21619606770309918,0.6247619834678748,0.33249677890055085,0.28876708856187644,0.3480632321438108,6
0.2765569862582357,0.5346462591507515,0.4401732668850289,0.18843962517130225,0.2545626931374495,6
0.06318188563232638,0.46085345097027475,0.40278010412390924,0.18193565601030626,0.3893545948280045,5
0.21619606770309918,0.6247619834678748,0.33249677890055085,0.28876708856187644,0.3480632321438108,6
0.11212208071745719,0.43017523008626124,0.2180536751484242,0.34567376089039753,0.38345697313786264,5
0.35638581225352817,0.33508630947531115,0.08199086124401522,0.5682549443264855,0.19533741781739783,7
0.15493610950820585,0.4192813969294886,0.3222153847952852,0.2144255037537957,0.2692266933334089,6
0.19051653722186168,0.47798271667603737,0.3822040662443089,0.1827436860807971,0.3822463868401931,6
0.11212208071745719,0.43017523008626124,0.2180536751484242,0.34567376089039753,0.38345697313786264,5
0.1098242115828561,0.3848257633417568,0.3341514303919357,0.08398770984917386,0.36761293592370864,6
0.11868438725447975,0.4855436470775572,0.2631742867072253,0.06480543299207142,0.31727866679987743,6
0.11868438725447975,0.4855436470775572,0.2631742867072253,0.06480543299207142,0.31727866679987743,6
0.12289069321862992,0.4970744964101686,0.26415935437585036,0.09211914374425031,0.3132173630233783,6
0.11868438725447975,0.4855436470775572,0.2631742867072253,0.06480543299207142,0.31727866679987743,6
0.1098242115828561,0.3848257633417568,0.3341514303919357,0.08398770984917386,0.36761293592370864,6
0.1942415491383369,0.2719233827621854,0.3913043676564883,0.16823076386003633,0.243112303649193,5
0.06421665243429671,0.4122247917976959,0.6506811870241985,0.36971936984329645,0.265335142898103,6
0.3736476238794907,0.45693787589159873,0.33391971459141123,0.24995814981929196,0.22110813746862273,6
0.0672758134584927,0.4700015140897959,0.9271405818411969,0.15708712661510868,0.26058318578404327,7
0.0672758134584927,0.4700015140897959,0.9271405818411969,0.15708712661510868,0.26058318578404327,7
0.06090064248293728,0.41708395347441674,0.24749576366106996,0.18380219419142507,0.3333092257383623,6
0.16492941609516884,0.4721102763981675,0.256217434500618,0.14685027064379375,0.30139809459293765,5
0.23671862620478828,0.3245054121772019,0.3423917152213684,0.166667441626366,0.3285379911314033,5
0.11823719150826228,0.4081635708244542,0.29032512720409037,0.18884593544492015,0.2707501236114915,6
0.06090064248293728,0.41708395347441674,0.24749576366106996,0.18380219419142507,0.3333092257383623,6
0.11668734171529169,0.5173720378571035,0.5739573675202772,0.23461333530001804,0.20447903538843443,6
0.10645174891316703,0.5286946091340831,0.2530553074197544,0.18001458140523036,0.29226449920308406,6
0.05315713960900151,0.4076308722068694,0.5737281239197347,0.30478457175172896,0.4019727189636173,5
0.279121169840324,0.23709380673481115,0.2925796168526711,0.21156567857762626,0.27162511376684106,5
0.10645174891316703,0.5286946091340831,0.2530553074197544,0.18001458140523036,0.29226449920308406,6
0.39956160678365904,0.26059312312081784,0.3390690714141021,0.21708416673382086,0.3930244801953414,5
0.02570700101257535,0.4345499981408053,0.4344459552117871,0.0975046641559176,0.344848835529316,5
0.17905793954146215,0.3963837672651617,0.205434219925577,0.11374707599553371,0.3387972355383049,5
0.13811161162000166,0.37328623117674875,0.297296562303449,0.1471235130140451,0.27852575870971963,5
0.10139498842393128,0.5014550601301004,0.49819414590186917,0.29625198376368533,0.34708711701389294,7
0.14582321260368197,0.521323222377065,0.3322973042670231,0.11720768208493579,0.26075240523894505,5
0.21687737726740225,0.3597193777223015,0.2390713185018133,0.1584290649241952,0.31168979235151634,4
0.10524042648452657,0.43620066473579416,0.3170049326197678,0.21247276732563947,0.26568662083887595,5
0.16343804974558135,0.5820797761744922,0.34353258795678654,0.11479524008327593,0.27043282241042,5
0.07375299982735418,0.3872645538502463,0.6912894796540838,0.37955010302850206,0.2972325411956017,5
0.016085505114395993,0.4586671995636681,0.6372232345987678,0.2528803772479682,0.2446912345211393,7
0.20701101532437713,0.5866988128922396,0.3616898360736692,0.19718610772706965,0.4388636348794631,4
0.11591901153187487,0.504248509427058,0.30688142420947834,0.5987354830615633,0.4368803585319066,8
0.07545074045681473,0.4186446268410189,0.21912254010100368,0.11690766019867377,0.4606412298038769,6
0.05926561729877938,0.38595276621233876,0.6087867443144712,0.2598738766851783,0.47995477886346605,6
0.20776756325809614,0.6017706367476441,0.3435745569516997,0.31920901527750395,0.48303213300658676,6
0.05926561729877938,0.38595276621233876,0.6087867443144712,0.2598738766851783,0.47995477886346605,6
0.21375908794263673,0.43913064383029554,0.5864686204828936,0.2882254283062898,0.4524166183817947,5
0.11556474921525599,0.4259456165597153,0.35666457128585466,0.13911777741560905,0.36477368911194524,5
0.32130557753127975,0.4919783332434734,0.3188213264830246,0.1819797838987408,0.6786740619014806,5
0.20776756325809614,0.6017706367476441,0.3435745569516997,0.31920901527750395,0.48303213300658676,6
0.07545074045681473,0.4186446268410189,0.21912254010100368,0.11690766019867377,0.4606412298038769,6
0.05926561729877938,0.38595276621233876,0.6087867443144712,0.2598738766851783,0.47995477886346605,6
0.025616169675867093,0.43498105531262266,0.493547387205554,0.5802014025828981,0.6296882673574977,8
0.14648674282677054,0.39611204054112825,0.39521876943657364,0.31243675719095687,0.6060102104829106,7
0.04707104953769298,0.42871531450149575,0.6096024561447528,0.13880919191585417,0.4607592802140501,6
0.015412301995960748,0.4452851085132283,0.2875408164478792,0.17833780743472016,0.4953944853883634,7
0.16872213841695405,0.40595867613935865,0.29402992668682354,0.10748350981920643,0.432474182792654,5
0.14648674282677054,0.39611204054112825,0.39521876943657364,0.31243675719095687,0.6060102104829106,7
0.24599432539165117,0.6416595098646788,0.5316083623212764,0.21820342126507,0.4087555922004351,5
0.24599432539165117,0.6416595098646788,0.5316083623212764,0.21820342126507,0.4087555922004351,5
0.16487072252131155,0.6104036809266997,0.6965532156189755,0.28969427991197877,0.23156352087975746,6
0.18181225289645672,0.6580263997010465,0.31618175966116807,0.24639694370271897,0.40353464814910195,6
0.1610784780572765,0.5376575266783763,0.39676395571382334,0.30656847399593,0.33805881781272057,7
0.33960416747529654,0.5659795242266105,0.6868581078717496,0.18760854173697084,0.3610606719247112,5
0.1610784780572765,0.5376575266783763,0.39676395571382334,0.30656847399593,0.33805881781272057,7
0.043610874537509337,0.432450426881933,0.5662454301613704,0.29740778381416616,0.2736095990376485,5
0.15606669018889757,0.5106628251984908,0.5414336480480599,0.2833945412626437,0.3469807767023794,6
0.036058945819283594,0.42570577564475504,0.21292081423112552,0.2021148895870746,0.38765040839184955,6
0.17244796906441717,0.4779903416591816,0.7961103747932021,0.210816482901969,0.3663461924872929,6
0.07382125006805539,0.3875742850331291,0.5540883097284126,0.17035039813800096,0.3507403659697987,5
0.2379081094495777,0.555864413203367,0.5795397887083126,0.24605613074219598,0.32196052728711855,5
